"state","date","population","unemployed_population","unemployment_rate"
"MD",2025-12-01,3232441,136376,4.2
"ME",1976-01-01,474334,41057,8.7
"ME",1976-02-01,474246,41059,8.7
"ME",1976-03-01,474452,40962,8.6
"ME",1976-04-01,475218,40678,8.6
"ME",1976-05-01,476076,40352,8.5
"ME",1976-06-01,476726,40118,8.4
"ME",1976-07-01,477049,40136,8.4
"ME",1976-08-01,477074,40424,8.5
"ME",1976-09-01,477041,40926,8.6
"ME",1976-10-01,477229,41664,8.7
"ME",1976-11-01,477789,42566,8.9
"ME",1976-12-01,478625,43330,9.1
"ME",1977-01-01,479542,43739,9.1
"ME",1977-02-01,480282,43709,9.1
"ME",1977-03-01,480681,43285,9
"ME",1977-04-01,480772,42583,8.9
"ME",1977-05-01,480673,41709,8.7
"ME",1977-06-01,480589,40810,8.5
"ME",1977-07-01,480633,39984,8.3
"ME",1977-08-01,480793,39251,8.2
"ME",1977-09-01,481007,38489,8
"ME",1977-10-01,481081,37527,7.8
"ME",1977-11-01,480869,36332,7.6
"ME",1977-12-01,480365,35043,7.3
"ME",1978-01-01,479780,33722,7
"ME",1978-02-01,479493,32412,6.8
"ME",1978-03-01,479810,31300,6.5
"ME",1978-04-01,480791,30557,6.4
"ME",1978-05-01,482305,30243,6.3
"ME",1978-06-01,484038,30196,6.2
"ME",1978-07-01,485798,30300,6.2
"ME",1978-08-01,487532,30485,6.3
"ME",1978-09-01,489121,30665,6.3
"ME",1978-10-01,490676,30894,6.3
"ME",1978-11-01,492353,31234,6.3
"ME",1978-12-01,494084,31736,6.4
"ME",1979-01-01,495602,32350,6.5
"ME",1979-02-01,496595,32920,6.6
"ME",1979-03-01,496935,33240,6.7
"ME",1979-04-01,496874,33264,6.7
"ME",1979-05-01,496905,33125,6.7
"ME",1979-06-01,497318,33006,6.6
"ME",1979-07-01,498161,32952,6.6
"ME",1979-08-01,499411,33016,6.6
"ME",1979-09-01,500936,33229,6.6
"ME",1979-10-01,502243,33325,6.6
"ME",1979-11-01,503059,33213,6.6
"ME",1979-12-01,503567,33097,6.6
"ME",1980-01-01,504048,33277,6.6
"ME",1980-02-01,504738,33994,6.7
"ME",1980-03-01,505673,35285,7
"ME",1980-04-01,506566,36932,7.3
"ME",1980-05-01,507136,38574,7.6
"ME",1980-06-01,507382,39863,7.9
"ME",1980-07-01,507299,40517,8
"ME",1980-08-01,506934,40478,8
"ME",1980-09-01,506543,39948,7.9
"ME",1980-10-01,506540,39318,7.8
"ME",1980-11-01,507044,38723,7.6
"ME",1980-12-01,507853,38065,7.5
"ME",1981-01-01,508761,37449,7.4
"ME",1981-02-01,509571,36895,7.2
"ME",1981-03-01,510207,36309,7.1
"ME",1981-04-01,510642,35732,7
"ME",1981-05-01,510858,35290,6.9
"ME",1981-06-01,511050,35158,6.9
"ME",1981-07-01,511535,35500,6.9
"ME",1981-08-01,512399,36266,7.1
"ME",1981-09-01,513516,37283,7.3
"ME",1981-10-01,514715,38465,7.5
"ME",1981-11-01,515802,39760,7.7
"ME",1981-12-01,516769,41080,7.9
"ME",1982-01-01,517656,42154,8.1
"ME",1982-02-01,518505,42995,8.3
"ME",1982-03-01,519287,43738,8.4
"ME",1982-04-01,520049,44267,8.5
"ME",1982-05-01,520762,44496,8.5
"ME",1982-06-01,521223,44493,8.5
"ME",1982-07-01,521362,44396,8.5
"ME",1982-08-01,521388,44377,8.5
"ME",1982-09-01,521609,44602,8.6
"ME",1982-10-01,522188,45102,8.6
"ME",1982-11-01,523136,45736,8.7
"ME",1982-12-01,524287,46348,8.8
"ME",1983-01-01,525439,46853,8.9
"ME",1983-02-01,526533,47075,8.9
"ME",1983-03-01,527818,46928,8.9
"ME",1983-04-01,529558,46547,8.8
"ME",1983-05-01,531698,45999,8.7
"ME",1983-06-01,534060,45247,8.5
"ME",1983-07-01,536372,44328,8.3
"ME",1983-08-01,538254,43337,8.1
"ME",1983-09-01,539431,42269,7.8
"ME",1983-10-01,539968,41096,7.6
"ME",1983-11-01,540220,39901,7.4
"ME",1983-12-01,540611,38728,7.2
"ME",1984-01-01,541494,37514,6.9
"ME",1984-02-01,543016,36288,6.7
"ME",1984-03-01,544859,35213,6.5
"ME",1984-04-01,546575,34408,6.3
"ME",1984-05-01,548041,33894,6.2
"ME",1984-06-01,549084,33555,6.1
"ME",1984-07-01,549575,33215,6
"ME",1984-08-01,549713,32758,6
"ME",1984-09-01,549865,32248,5.9
"ME",1984-10-01,550364,31800,5.8
"ME",1984-11-01,551369,31539,5.7
"ME",1984-12-01,552791,31528,5.7
"ME",1985-01-01,554260,31747,5.7
"ME",1985-02-01,555231,32061,5.8
"ME",1985-03-01,555332,32203,5.8
"ME",1985-04-01,554562,32004,5.8
"ME",1985-05-01,553271,31516,5.7
"ME",1985-06-01,552112,30926,5.6
"ME",1985-07-01,551692,30423,5.5
"ME",1985-08-01,552280,30087,5.4
"ME",1985-09-01,553761,29908,5.4
"ME",1985-10-01,555724,29826,5.4
"ME",1985-11-01,557670,29792,5.3
"ME",1985-12-01,559138,29801,5.3
"ME",1986-01-01,560014,29844,5.3
"ME",1986-02-01,560650,29891,5.3
"ME",1986-03-01,561424,29932,5.3
"ME",1986-04-01,562513,30005,5.3
"ME",1986-05-01,563790,30080,5.3
"ME",1986-06-01,565099,30147,5.3
"ME",1986-07-01,566358,30195,5.3
"ME",1986-08-01,567443,30184,5.3
"ME",1986-09-01,568300,30079,5.3
"ME",1986-10-01,569041,29833,5.2
"ME",1986-11-01,569867,29394,5.2
"ME",1986-12-01,571096,28739,5
"ME",1987-01-01,572853,28022,4.9
"ME",1987-02-01,574850,27304,4.7
"ME",1987-03-01,577004,26593,4.6
"ME",1987-04-01,579468,25958,4.5
"ME",1987-05-01,582277,25487,4.4
"ME",1987-06-01,585239,25224,4.3
"ME",1987-07-01,588024,25110,4.3
"ME",1987-08-01,590375,25063,4.2
"ME",1987-09-01,592126,24920,4.2
"ME",1987-10-01,593083,24562,4.1
"ME",1987-11-01,593225,23905,4
"ME",1987-12-01,592741,22984,3.9
"ME",1988-01-01,592021,21933,3.7
"ME",1988-02-01,591678,21040,3.6
"ME",1988-03-01,591997,20612,3.5
"ME",1988-04-01,592819,20677,3.5
"ME",1988-05-01,594090,21146,3.6
"ME",1988-06-01,595882,21848,3.7
"ME",1988-07-01,598062,22571,3.8
"ME",1988-08-01,600297,23105,3.8
"ME",1988-09-01,602241,23263,3.9
"ME",1988-10-01,603662,22889,3.8
"ME",1988-11-01,604508,22065,3.7
"ME",1988-12-01,604896,21102,3.5
"ME",1989-01-01,605126,20341,3.4
"ME",1989-02-01,605478,20134,3.3
"ME",1989-03-01,606246,20627,3.4
"ME",1989-04-01,607658,21744,3.6
"ME",1989-05-01,609594,23243,3.8
"ME",1989-06-01,611662,24795,4.1
"ME",1989-07-01,613621,26118,4.3
"ME",1989-08-01,615464,27042,4.4
"ME",1989-09-01,617190,27575,4.5
"ME",1989-10-01,618870,27860,4.5
"ME",1989-11-01,620533,28013,4.5
"ME",1989-12-01,622231,28095,4.5
"ME",1990-01-01,624063,28140,4.5
"ME",1990-02-01,626078,28205,4.5
"ME",1990-03-01,628098,28427,4.5
"ME",1990-04-01,629786,28947,4.6
"ME",1990-05-01,630966,29796,4.7
"ME",1990-06-01,631585,31006,4.9
"ME",1990-07-01,631722,32591,5.2
"ME",1990-08-01,631646,34475,5.5
"ME",1990-09-01,631926,36690,5.8
"ME",1990-10-01,633126,39378,6.2
"ME",1990-11-01,635493,42582,6.7
"ME",1990-12-01,638659,46128,7.2
"ME",1991-01-01,641729,49595,7.7
"ME",1991-02-01,643840,52359,8.1
"ME",1991-03-01,644467,53870,8.4
"ME",1991-04-01,643652,53957,8.4
"ME",1991-05-01,641815,52810,8.2
"ME",1991-06-01,639621,50826,7.9
"ME",1991-07-01,637761,48623,7.6
"ME",1991-08-01,636752,46960,7.4
"ME",1991-09-01,636698,46263,7.3
"ME",1991-10-01,637325,46523,7.3
"ME",1991-11-01,638272,47411,7.4
"ME",1991-12-01,639252,48430,7.6
"ME",1992-01-01,640114,49189,7.7
"ME",1992-02-01,640775,49462,7.7
"ME",1992-03-01,641343,49173,7.7
"ME",1992-04-01,641884,48423,7.5
"ME",1992-05-01,642281,47447,7.4
"ME",1992-06-01,642478,46575,7.2
"ME",1992-07-01,642540,46059,7.2
"ME",1992-08-01,642309,45851,7.1
"ME",1992-09-01,641444,45728,7.1
"ME",1992-10-01,639844,45459,7.1
"ME",1992-11-01,637561,44930,7
"ME",1992-12-01,634915,44181,7
"ME",1993-01-01,632483,43364,6.9
"ME",1993-02-01,630663,42667,6.8
"ME",1993-03-01,629640,42245,6.7
"ME",1993-04-01,629431,42176,6.7
"ME",1993-05-01,629907,42455,6.7
"ME",1993-06-01,630651,42918,6.8
"ME",1993-07-01,631025,43288,6.9
"ME",1993-08-01,630759,43400,6.9
"ME",1993-09-01,630114,43291,6.9
"ME",1993-10-01,629378,43084,6.8
"ME",1993-11-01,628692,42868,6.8
"ME",1993-12-01,628124,42652,6.8
"ME",1994-01-01,627542,42389,6.8
"ME",1994-02-01,626871,42122,6.7
"ME",1994-03-01,626111,41971,6.7
"ME",1994-04-01,625259,41907,6.7
"ME",1994-05-01,624468,41899,6.7
"ME",1994-06-01,623967,41911,6.7
"ME",1994-07-01,624063,41832,6.7
"ME",1994-08-01,624836,41586,6.7
"ME",1994-09-01,626132,41104,6.6
"ME",1994-10-01,627649,40312,6.4
"ME",1994-11-01,629228,39347,6.3
"ME",1994-12-01,630730,38455,6.1
"ME",1995-01-01,632135,37820,6
"ME",1995-02-01,633483,37513,5.9
"ME",1995-03-01,634748,37505,5.9
"ME",1995-04-01,635987,37733,5.9
"ME",1995-05-01,637259,38011,6
"ME",1995-06-01,638573,38158,6
"ME",1995-07-01,639798,38132,6
"ME",1995-08-01,640841,37883,5.9
"ME",1995-09-01,641755,37431,5.8
"ME",1995-10-01,642705,36924,5.7
"ME",1995-11-01,643839,36434,5.7
"ME",1995-12-01,645146,36048,5.6
"ME",1996-01-01,646522,35826,5.5
"ME",1996-02-01,647971,35740,5.5
"ME",1996-03-01,649561,35698,5.5
"ME",1996-04-01,651184,35580,5.5
"ME",1996-05-01,652714,35325,5.4
"ME",1996-06-01,654125,34930,5.3
"ME",1996-07-01,655480,34432,5.3
"ME",1996-08-01,656784,33965,5.2
"ME",1996-09-01,657803,33685,5.1
"ME",1996-10-01,658416,33676,5.1
"ME",1996-11-01,658697,33990,5.2
"ME",1996-12-01,658838,34545,5.2
"ME",1997-01-01,658970,35178,5.3
"ME",1997-02-01,659069,35683,5.4
"ME",1997-03-01,659139,35859,5.4
"ME",1997-04-01,659273,35676,5.4
"ME",1997-05-01,659355,35168,5.3
"ME",1997-06-01,659177,34412,5.2
"ME",1997-07-01,658648,33570,5.1
"ME",1997-08-01,657815,32918,5
"ME",1997-09-01,656780,32555,5
"ME",1997-10-01,655657,32484,5
"ME",1997-11-01,654439,32513,5
"ME",1997-12-01,653251,32350,5
"ME",1998-01-01,652300,31846,4.9
"ME",1998-02-01,651685,31038,4.8
"ME",1998-03-01,651362,30128,4.6
"ME",1998-04-01,651298,29316,4.5
"ME",1998-05-01,651637,28832,4.4
"ME",1998-06-01,652519,28810,4.4
"ME",1998-07-01,653896,29088,4.4
"ME",1998-08-01,655560,29263,4.5
"ME",1998-09-01,657315,29100,4.4
"ME",1998-10-01,658937,28544,4.3
"ME",1998-11-01,660182,27679,4.2
"ME",1998-12-01,660921,26809,4.1
"ME",1999-01-01,661266,26194,4
"ME",1999-02-01,661535,25956,3.9
"ME",1999-03-01,662032,26041,3.9
"ME",1999-04-01,662992,26338,4
"ME",1999-05-01,664459,26674,4
"ME",1999-06-01,666285,26878,4
"ME",1999-07-01,668301,26966,4
"ME",1999-08-01,670427,26978,4
"ME",1999-09-01,672629,26886,4
"ME",1999-10-01,674824,26666,4
"ME",1999-11-01,677004,26297,3.9
"ME",1999-12-01,679057,25742,3.8
"ME",2000-01-01,680729,25005,3.7
"ME",2000-02-01,681756,24164,3.5
"ME",2000-03-01,682084,23391,3.4
"ME",2000-04-01,681685,22791,3.3
"ME",2000-05-01,680527,22375,3.3
"ME",2000-06-01,678797,22124,3.3
"ME",2000-07-01,676891,21956,3.2
"ME",2000-08-01,675236,21775,3.2
"ME",2000-09-01,674107,21579,3.2
"ME",2000-10-01,673631,21371,3.2
"ME",2000-11-01,673776,21268,3.2
"ME",2000-12-01,674366,21416,3.2
"ME",2001-01-01,675124,21849,3.2
"ME",2001-02-01,675848,22536,3.3
"ME",2001-03-01,676286,23350,3.5
"ME",2001-04-01,676340,24135,3.6
"ME",2001-05-01,676265,24826,3.7
"ME",2001-06-01,676248,25405,3.8
"ME",2001-07-01,676263,25880,3.8
"ME",2001-08-01,676139,26350,3.9
"ME",2001-09-01,675793,26825,4
"ME",2001-10-01,675294,27265,4
"ME",2001-11-01,674749,27655,4.1
"ME",2001-12-01,674373,27952,4.1
"ME",2002-01-01,674429,28203,4.2
"ME",2002-02-01,675052,28486,4.2
"ME",2002-03-01,676217,28830,4.3
"ME",2002-04-01,677742,29216,4.3
"ME",2002-05-01,679294,29555,4.4
"ME",2002-06-01,680555,29781,4.4
"ME",2002-07-01,681317,29943,4.4
"ME",2002-08-01,681652,30134,4.4
"ME",2002-09-01,681802,30502,4.5
"ME",2002-10-01,681970,31121,4.6
"ME",2002-11-01,682393,31950,4.7
"ME",2002-12-01,683120,32900,4.8
"ME",2003-01-01,684025,33847,4.9
"ME",2003-02-01,684902,34656,5.1
"ME",2003-03-01,685527,35233,5.1
"ME",2003-04-01,685803,35572,5.2
"ME",2003-05-01,685777,35755,5.2
"ME",2003-06-01,685728,35840,5.2
"ME",2003-07-01,685952,35807,5.2
"ME",2003-08-01,686527,35646,5.2
"ME",2003-09-01,687360,35325,5.1
"ME",2003-10-01,688260,34908,5.1
"ME",2003-11-01,688934,34439,5
"ME",2003-12-01,689142,33899,4.9
"ME",2004-01-01,688873,33323,4.8
"ME",2004-02-01,688253,32729,4.8
"ME",2004-03-01,687609,32205,4.7
"ME",2004-04-01,687162,31804,4.6
"ME",2004-05-01,686960,31537,4.6
"ME",2004-06-01,687040,31415,4.6
"ME",2004-07-01,687344,31436,4.6
"ME",2004-08-01,687715,31550,4.6
"ME",2004-09-01,688033,31740,4.6
"ME",2004-10-01,688299,32001,4.6
"ME",2004-11-01,688622,32325,4.7
"ME",2004-12-01,689255,32784,4.8
"ME",2005-01-01,690284,33320,4.8
"ME",2005-02-01,691682,33824,4.9
"ME",2005-03-01,693348,34178,4.9
"ME",2005-04-01,695169,34344,4.9
"ME",2005-05-01,697079,34386,4.9
"ME",2005-06-01,698868,34408,4.9
"ME",2005-07-01,700363,34517,4.9
"ME",2005-08-01,701419,34667,4.9
"ME",2005-09-01,701941,34729,4.9
"ME",2005-10-01,701984,34568,4.9
"ME",2005-11-01,701720,34150,4.9
"ME",2005-12-01,701302,33501,4.8
"ME",2006-01-01,700970,32762,4.7
"ME",2006-02-01,700857,32167,4.6
"ME",2006-03-01,701040,31911,4.6
"ME",2006-04-01,701584,32057,4.6
"ME",2006-05-01,702381,32481,4.6
"ME",2006-06-01,703271,33040,4.7
"ME",2006-07-01,704219,33586,4.8
"ME",2006-08-01,705278,34014,4.8
"ME",2006-09-01,706365,34255,4.8
"ME",2006-10-01,707273,34185,4.8
"ME",2006-11-01,707792,33822,4.8
"ME",2006-12-01,707726,33316,4.7
"ME",2007-01-01,707065,32818,4.6
"ME",2007-02-01,706053,32453,4.6
"ME",2007-03-01,704815,32270,4.6
"ME",2007-04-01,703477,32292,4.6
"ME",2007-05-01,702345,32546,4.6
"ME",2007-06-01,701647,32933,4.7
"ME",2007-07-01,701448,33336,4.8
"ME",2007-08-01,701763,33716,4.8
"ME",2007-09-01,702489,33956,4.8
"ME",2007-10-01,703372,34000,4.8
"ME",2007-11-01,704169,33806,4.8
"ME",2007-12-01,704752,33404,4.7
"ME",2008-01-01,705066,33010,4.7
"ME",2008-02-01,705272,32846,4.7
"ME",2008-03-01,705676,33105,4.7
"ME",2008-04-01,706328,33843,4.8
"ME",2008-05-01,707040,34939,4.9
"ME",2008-06-01,707578,36221,5.1
"ME",2008-07-01,707628,37528,5.3
"ME",2008-08-01,707062,38864,5.5
"ME",2008-09-01,706091,40489,5.7
"ME",2008-10-01,705058,42707,6.1
"ME",2008-11-01,704198,45582,6.5
"ME",2008-12-01,703709,48905,6.9
"ME",2009-01-01,703593,52296,7.4
"ME",2009-02-01,703665,55334,7.9
"ME",2009-03-01,703742,57600,8.2
"ME",2009-04-01,703707,58917,8.4
"ME",2009-05-01,703338,59422,8.4
"ME",2009-06-01,702567,59403,8.5
"ME",2009-07-01,701505,59178,8.4
"ME",2009-08-01,700257,58980,8.4
"ME",2009-09-01,699026,58942,8.4
"ME",2009-10-01,698164,59132,8.5
"ME",2009-11-01,697987,59564,8.5
"ME",2009-12-01,698489,60127,8.6
"ME",2010-01-01,699349,60520,8.7
"ME",2010-02-01,700030,60542,8.6
"ME",2010-03-01,700146,60200,8.6
"ME",2010-04-01,699694,59559,8.5
"ME",2010-05-01,698911,58709,8.4
"ME",2010-06-01,698097,57922,8.3
"ME",2010-07-01,697596,57466,8.2
"ME",2010-08-01,697674,57385,8.2
"ME",2010-09-01,698232,57511,8.2
"ME",2010-10-01,698970,57582,8.2
"ME",2010-11-01,699594,57419,8.2
"ME",2010-12-01,699962,57027,8.1
"ME",2011-01-01,700066,56528,8.1
"ME",2011-02-01,699923,55994,8
"ME",2011-03-01,699605,55473,7.9
"ME",2011-04-01,699253,55086,7.9
"ME",2011-05-01,699074,54913,7.9
"ME",2011-06-01,699205,54815,7.8
"ME",2011-07-01,699689,54605,7.8
"ME",2011-08-01,700413,54229,7.7
"ME",2011-09-01,701168,53679,7.7
"ME",2011-10-01,701719,53031,7.6
"ME",2011-11-01,701869,52330,7.5
"ME",2011-12-01,701610,51621,7.4
"ME",2012-01-01,701220,51008,7.3
"ME",2012-02-01,701026,50642,7.2
"ME",2012-03-01,701101,50612,7.2
"ME",2012-04-01,701240,50791,7.2
"ME",2012-05-01,701471,51016,7.3
"ME",2012-06-01,701768,51124,7.3
"ME",2012-07-01,702035,51008,7.3
"ME",2012-08-01,702353,50733,7.2
"ME",2012-09-01,702867,50457,7.2
"ME",2012-10-01,703449,50211,7.1
"ME",2012-11-01,703971,50033,7.1
"ME",2012-12-01,704381,49906,7.1
"ME",2013-01-01,704614,49780,7.1
"ME",2013-02-01,704775,49584,7
"ME",2013-03-01,705026,49228,7
"ME",2013-04-01,705584,48731,6.9
"ME",2013-05-01,706340,48165,6.8
"ME",2013-06-01,707082,47630,6.7
"ME",2013-07-01,707630,47140,6.7
"ME",2013-08-01,707623,46520,6.6
"ME",2013-09-01,706975,45723,6.5
"ME",2013-10-01,706070,44918,6.4
"ME",2013-11-01,705225,44219,6.3
"ME",2013-12-01,704420,43626,6.2
"ME",2014-01-01,703642,43032,6.1
"ME",2014-02-01,702897,42334,6
"ME",2014-03-01,702234,41583,5.9
"ME",2014-04-01,701589,40822,5.8
"ME",2014-05-01,700867,40024,5.7
"ME",2014-06-01,700149,39207,5.6
"ME",2014-07-01,699446,38448,5.5
"ME",2014-08-01,698910,37838,5.4
"ME",2014-09-01,698513,37326,5.3
"ME",2014-10-01,697992,36755,5.3
"ME",2014-11-01,697166,36019,5.2
"ME",2014-12-01,696234,35167,5.1
"ME",2015-01-01,695333,34318,4.9
"ME",2015-02-01,694372,33522,4.8
"ME",2015-03-01,693273,32715,4.7
"ME",2015-04-01,692064,31883,4.6
"ME",2015-05-01,690812,31052,4.5
"ME",2015-06-01,689522,30244,4.4
"ME",2015-07-01,688316,29516,4.3
"ME",2015-08-01,687297,28919,4.2
"ME",2015-09-01,686620,28437,4.1
"ME",2015-10-01,686563,28104,4.1
"ME",2015-11-01,687257,27949,4.1
"ME",2015-12-01,688481,27859,4
"ME",2016-01-01,689942,27710,4
"ME",2016-02-01,691473,27485,4
"ME",2016-03-01,692953,27192,3.9
"ME",2016-04-01,694281,26887,3.9
"ME",2016-05-01,695464,26647,3.8
"ME",2016-06-01,696513,26476,3.8
"ME",2016-07-01,697414,26315,3.8
"ME",2016-08-01,698224,26156,3.7
"ME",2016-09-01,698968,26029,3.7
"ME",2016-10-01,699586,25834,3.7
"ME",2016-11-01,700125,25482,3.6
"ME",2016-12-01,700689,25065,3.6
"ME",2017-01-01,701296,24711,3.5
"ME",2017-02-01,701917,24452,3.5
"ME",2017-03-01,702440,24308,3.5
"ME",2017-04-01,702864,24246,3.4
"ME",2017-05-01,703173,24209,3.4
"ME",2017-06-01,703298,24214,3.4
"ME",2017-07-01,703234,24246,3.4
"ME",2017-08-01,702837,24158,3.4
"ME",2017-09-01,702059,23866,3.4
"ME",2017-10-01,700989,23362,3.3
"ME",2017-11-01,699785,22719,3.2
"ME",2017-12-01,698782,21996,3.1
"ME",2018-01-01,698341,21355,3.1
"ME",2018-02-01,698713,20991,3
"ME",2018-03-01,699692,20970,3
"ME",2018-04-01,700751,21256,3
"ME",2018-05-01,701466,21770,3.1
"ME",2018-06-01,701698,22331,3.2
"ME",2018-07-01,701436,22808,3.3
"ME",2018-08-01,700956,23198,3.3
"ME",2018-09-01,700467,23428,3.3
"ME",2018-10-01,700019,23399,3.3
"ME",2018-11-01,699497,23076,3.3
"ME",2018-12-01,698756,22490,3.2
"ME",2019-01-01,697766,21737,3.1
"ME",2019-02-01,696598,20864,3
"ME",2019-03-01,695522,19982,2.9
"ME",2019-04-01,694985,19262,2.8
"ME",2019-05-01,695172,18853,2.7
"ME",2019-06-01,696022,18849,2.7
"ME",2019-07-01,697314,19214,2.8
"ME",2019-08-01,698688,19760,2.8
"ME",2019-09-01,699915,20282,2.9
"ME",2019-10-01,700800,20819,3
"ME",2019-11-01,701194,21355,3
"ME",2019-12-01,700702,21800,3.1
"ME",2020-01-01,699130,22049,3.2
"ME",2020-02-01,696631,22186,3.2
"ME",2020-03-01,693833,22221,3.2
"ME",2020-04-01,654661,60722,9.3
"ME",2020-05-01,672011,63798,9.5
"ME",2020-06-01,657511,43427,6.6
"ME",2020-07-01,663393,41815,6.3
"ME",2020-08-01,655665,27316,4.2
"ME",2020-09-01,661558,26523,4
"ME",2020-10-01,665217,25045,3.8
"ME",2020-11-01,670431,26035,3.9
"ME",2020-12-01,676110,28509,4.2
"ME",2021-01-01,680211,30218,4.4
"ME",2021-02-01,684620,32606,4.8
"ME",2021-03-01,688020,34223,5
"ME",2021-04-01,690883,35680,5.2
"ME",2021-05-01,691506,35203,5.1
"ME",2021-06-01,692859,35879,5.2
"ME",2021-07-01,692093,34670,5
"ME",2021-08-01,691762,33733,4.9
"ME",2021-09-01,690687,32025,4.6
"ME",2021-10-01,690265,30763,4.5
"ME",2021-11-01,689054,28718,4.2
"ME",2021-12-01,688423,27110,3.9
"ME",2022-01-01,687710,25340,3.7
"ME",2022-02-01,686363,22927,3.3
"ME",2022-03-01,685055,20851,3
"ME",2022-04-01,684396,19751,2.9
"ME",2022-05-01,683474,18886,2.8
"ME",2022-06-01,682238,18162,2.7
"ME",2022-07-01,680783,17543,2.6
"ME",2022-08-01,679435,16868,2.5
"ME",2022-09-01,680252,17744,2.6
"ME",2022-10-01,681315,18200,2.7
"ME",2022-11-01,682449,18201,2.7
"ME",2022-12-01,683505,17833,2.6
"ME",2023-01-01,684536,17323,2.5
"ME",2023-02-01,685782,16912,2.5
"ME",2023-03-01,687312,16737,2.4
"ME",2023-04-01,689066,16808,2.4
"ME",2023-05-01,690884,17097,2.5
"ME",2023-06-01,692733,17531,2.5
"ME",2023-07-01,694482,18071,2.6
"ME",2023-08-01,695874,18664,2.7
"ME",2023-09-01,696846,19217,2.8
"ME",2023-10-01,697501,19615,2.8
"ME",2023-11-01,698014,19831,2.8
"ME",2023-12-01,698524,19878,2.8
"ME",2024-01-01,699086,19774,2.8
"ME",2024-02-01,699814,19661,2.8
"ME",2024-03-01,700835,19710,2.8
"ME",2024-04-01,702185,19983,2.8
"ME",2024-05-01,703807,20462,2.9
"ME",2024-06-01,705460,21129,3
"ME",2024-07-01,706980,21999,3.1
"ME",2024-08-01,708245,22929,3.2
"ME",2024-09-01,709155,23770,3.4
"ME",2024-10-01,709663,24369,3.4
"ME",2024-11-01,709581,24436,3.4
"ME",2024-12-01,709449,24335,3.4
"ME",2025-01-01,709911,24717,3.5
"ME",2025-02-01,709602,24731,3.5
"ME",2025-03-01,708710,24624,3.5
"ME",2025-04-01,707611,24478,3.5
"ME",2025-05-01,707259,24206,3.4
"ME",2025-06-01,706835,23290,3.3
"ME",2025-07-01,706082,22643,3.2
"ME",2025-08-01,705579,22331,3.2
"ME",2025-09-01,705292,22451,3.2
"ME",2025-11-01,705116,22629,3.2
"ME",2025-12-01,705956,22672,3.2
"MI",1976-01-01,3952109,390800,9.9
"MI",1976-02-01,3950701,391606,9.9
"MI",1976-03-01,3952812,391408,9.9
"MI",1976-04-01,3962438,387232,9.8
"MI",1976-05-01,3974858,381125,9.6
"MI",1976-06-01,3987238,374416,9.4
"MI",1976-07-01,3996839,368625,9.2
"MI",1976-08-01,4002534,364505,9.1
"MI",1976-09-01,4006576,361598,9
"MI",1976-10-01,4011031,360281,9
"MI",1976-11-01,4017493,359998,9
"MI",1976-12-01,4025950,358938,8.9
"MI",1977-01-01,4036956,356455,8.8
"MI",1977-02-01,4050028,352420,8.7
"MI",1977-03-01,4063488,347452,8.6
"MI",1977-04-01,4076582,342831,8.4
"MI",1977-05-01,4089687,339296,8.3
"MI",1977-06-01,4103242,337474,8.2
"MI",1977-07-01,4117348,336962,8.2
"MI",1977-08-01,4132180,336772,8.1
"MI",1977-09-01,4146328,335131,8.1
"MI",1977-10-01,4157039,330205,7.9
"MI",1977-11-01,4163869,322206,7.7
"MI",1977-12-01,4168426,313057,7.5
"MI",1978-01-01,4172447,303827,7.3
"MI",1978-02-01,4177409,295738,7.1
"MI",1978-03-01,4183937,290356,6.9
"MI",1978-04-01,4192020,288151,6.9
"MI",1978-05-01,4201398,288516,6.9
"MI",1978-06-01,4211000,289880,6.9
"MI",1978-07-01,4220754,291731,6.9
"MI",1978-08-01,4231264,294171,7
"MI",1978-09-01,4243360,296932,7
"MI",1978-10-01,4258749,300378,7.1
"MI",1978-11-01,4276195,304877,7.1
"MI",1978-12-01,4292074,310092,7.2
"MI",1979-01-01,4303342,314979,7.3
"MI",1979-02-01,4309147,318054,7.4
"MI",1979-03-01,4310581,318607,7.4
"MI",1979-04-01,4310072,317930,7.4
"MI",1979-05-01,4310886,318659,7.4
"MI",1979-06-01,4314923,322635,7.5
"MI",1979-07-01,4321993,329620,7.6
"MI",1979-08-01,4330846,339458,7.8
"MI",1979-09-01,4339835,352374,8.1
"MI",1979-10-01,4346058,366718,8.4
"MI",1979-11-01,4348309,381203,8.8
"MI",1979-12-01,4348083,397844,9.1
"MI",1980-01-01,4346519,419827,9.7
"MI",1980-02-01,4344515,448610,10.3
"MI",1980-03-01,4342978,482697,11.1
"MI",1980-04-01,4341401,517103,11.9
"MI",1980-05-01,4338252,546412,12.6
"MI",1980-06-01,4333708,567208,13.1
"MI",1980-07-01,4327497,577479,13.3
"MI",1980-08-01,4319445,577137,13.4
"MI",1980-09-01,4310607,569427,13.2
"MI",1980-10-01,4302817,559706,13
"MI",1980-11-01,4298100,551223,12.8
"MI",1980-12-01,4297608,543835,12.7
"MI",1981-01-01,4301517,536722,12.5
"MI",1981-02-01,4307691,529508,12.3
"MI",1981-03-01,4312872,521794,12.1
"MI",1981-04-01,4314009,514425,11.9
"MI",1981-05-01,4310257,508738,11.8
"MI",1981-06-01,4303303,506063,11.8
"MI",1981-07-01,4295961,508887,11.8
